Title,Organization,Course_rating,Course_level,Course_certificate,Course_duration,Students_ratings,Web,Course_clases,Course_actual_price,Course_original_price,Course_price,Course_students_enrolled,Course_description
Digital Transformation Using AI/ML with Google Cloud,Google Cloud,4.5,Mixed , Course , 1-3 Months ,"2,5k reseñas",Coursera,,,,,,
Survey Data Collection and Analytics,"University of Maryland, College Park",4.5,Mixed , Course , 1-3 Months ,"7,1k reseñas",Coursera,,,,,,
Algorithmic Toolbox,University of California San Diego,4.8,Beginner , Course , 1-4 Weeks ,,Coursera,,,,,,
Introduction to Data Science in Python,University of Michigan,4.7,Intermediate , Specialization , 3-6 Months ,463 reseñas,Coursera,,,,,,
Financial Acumen for Non-Financial Managers,University of Pennsylvania,4.6,Beginner , Course , 1-3 Months ,"9,4k reseñas",Coursera,,,,,,
Social Work Practice: Advocating Social Justice and Change,University of Michigan,4.7,Beginner , Course , 1-4 Weeks ,435 reseñas,Coursera,,,,,,
Engineering Health: Introduction to Yoga and Physiology,New York University,4.8,Beginner , Specialization , 3-6 Months ,1k reseñas,Coursera,,,,,,
Learning to Teach Online,UNSW Sydney (The University of New South Wales),4.8,Mixed , Course , 1-4 Weeks ,"2,5k reseñas",Coursera,,,,,,
Modeling and Control of Power Electronics,University of Colorado Boulder,4.8,Beginner , Specialization , 3-6 Months ,2k reseñas,Coursera,,,,,,
Strategy and Sustainability,IESE Business School,4.9,Beginner , Course , 1-4 Weeks ,"21,7k reseñas",Coursera,,,,,,
Sustainable Fashion,Copenhagen Business School,4.9,Mixed , Course , 1-3 Months ,909 reseñas,Coursera,,,,,,
Finanzas personales,Universidad Nacional Autónoma de México,4.6,Intermediate , Course , 1-3 Months ,100 reseñas,Coursera,,,,,,
Autodesk CAD/CAM for Manufacturing,Autodesk,4.5,Beginner , Course , 1-4 Weeks ,3k reseñas,Coursera,,,,,,
Marketing en redes sociales de Meta,Meta,4.8,Beginner , Specialization , 3-6 Months ,408 reseñas,Coursera,,,,,,
إدارة المشروعات من Google,Google,4.6,Intermediate , Course , 1-3 Months ,,Coursera,,,,,,
The Business of Product Management I,Advancing Women in Tech,4.6,Mixed , Course , 1-4 Weeks  ,,Coursera,,,,,,
Google SEO Fundamentals,"University of California, Davis",4.9, Beginner , Course , 1-4 Weeks,"16,2k reseñas",Coursera,,,,,,
Scaling Operations: Linking Strategy and Execution,Northwestern University,4.7, Beginner , Course , 1-3 Months,"1,3k reseñas",Coursera,,,,,,
Fundamentals of Visualization with Tableau,"University of California, Davis",3.0, Intermediate , Course , 1-3 Months,368 reseñas,Coursera,,,,,,
Probabilistic Graphical Models 1: Representation,Stanford University,4.8, Beginner , Specialization , 3-6 Months,"4,3k reseñas",Coursera,,,,,,
Troubles du spectre de l'autisme : diagnostic,University of Geneva,4.4, Intermediate , Specialization , 3-6 Months,"15,8k reseñas",Coursera,,,,,,
Politics and Economics of International Energy,Sciences Po,4.8, Beginner , Specialization , 3-6 Months,954 reseñas,Coursera,,,,,,
Econometrics for Economists and Finance Practitioners,Queen Mary University of London,4.6, Beginner , Course , 1-3 Months,"1,4k reseñas",Coursera,,,,,,
The Art of Music Production,Berklee,4.7, Intermediate , Professional Certificate , 3-6 Months,64 reseñas,Coursera,,,,,,
Machine Learning Modeling Pipelines in Production,DeepLearning.AI,4.6, Intermediate , Specialization , 3-6 Months,48 reseñas,Coursera,,,,,,
Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,4.7, Beginner , Specialization , 1-3 Months,1k reseñas,Coursera,,,,,,
Tally Bookkeeper,Tally Education,4.9, Intermediate , Course , 1-3 Months,254 reseñas,Coursera,,,,,,
Business English,Arizona State University,4.6, Beginner , Specialization , 3-6 Months,"6,1k reseñas",Coursera,,,,,,
Entrepreneurship: Launching an Innovative Business,"University of Maryland, College Park",4.7, Beginner , Specialization , 3-6 Months,"1,3k reseñas",Coursera,,,,,,
Foundations of Global Health,Johns Hopkins University,4.8, Intermediate , Course , 1-3 Months,"12,1k reseñas",Coursera,,,,,,
Introduction to Early Childhood,The State University of New York,3.2, Beginner , Course , 1-4 Weeks,"5,8k reseñas",Coursera,,,,,,
International Business Essentials,University of London,4.7, Intermediate , Course , 1-4 Weeks,"26,5k reseñas",Coursera,,,,,,
Accounting Data Analytics,University of Illinois at Urbana-Champaign,4.1, Beginner , Course , 1-4 Weeks,847 reseñas,Coursera,,,,,,
Schizophrenia,Wesleyan University,4.7, Mixed , Course , 1-4 Weeks,311 reseñas,Coursera,,,,,,
CompTIA Exam Prep,LearnQuest,4.5, Beginner , Course , 3-6 Months,454 reseñas,Coursera,,,,,,
Innovation Management,Erasmus University Rotterdam,4.7, Beginner , Course , 1-3 Months,"2,9k reseñas",Coursera,,,,,,
Data-Driven Decisions with Power BI,Knowledge Accelerators,4.9, Intermediate , Specialization , 3-6 Months,115 reseñas,Coursera,,,,,,
Leading transformations: Manage change,Macquarie University,4.9, Beginner , Course , 1-3 Months,421 reseñas,Coursera,,,,,,
Introduction to Comparative Indo-European Linguistics,Universiteit Leiden,4.7, Beginner , Course , 1-3 Months,659 reseñas,Coursera,,,,,,
Introduction to Business,"University of California, Irvine",4.8, Mixed , Course , 1-3 Months,"7,8k reseñas",Coursera,,,,,,
Rebuilding Our Relationship with Food,Stanford University,4.8, Intermediate , Specialization , 3-6 Months,917 reseñas,Coursera,,,,,,
Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,4.8, Beginner , Professional Certificate , 3-6 Months,673 reseñas,Coursera,,,,,,
Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),4.8, Beginner , Professional Certificate , 3-6 Months,151 reseñas,Coursera,,,,,,
"The Modern World, Part Two: Global History since 1910",University of Virginia,4.7, Mixed , Course , 1-3 Months,703 reseñas,Coursera,,,,,,
Integrative Nursing,University of Minnesota,4.9, Beginner , Course , 1-4 Weeks,622 reseñas,Coursera,,,,,,
Foundations of Business Strategy,University of Virginia,4.8, Mixed , Course , 1-4 Weeks,"3,2k reseñas",Coursera,,,,,,
Accounting: Principles of Financial Accounting,IESE Business School,4.8, Mixed , Course , 1-3 Months,240 reseñas,Coursera,,,,,,
Game Design and Development with Unity 2020,Michigan State University,4.9, Beginner , Course , 1-4 Weeks,6k reseñas,Coursera,,,,,,
Arm Cortex-M Architecture and Software Development,Arm,4.6, Advanced , Course , 1-3 Months,"1,4k reseñas",Coursera,,,,,,
Chinese for Beginners,Peking University,4.7, Intermediate , Course , 1-3 Months,647 reseñas,Coursera,,,,,,
Supply Chain Logistics,Rutgers the State University of New Jersey,4.8, Beginner , Course , 1-3 Months,"1,7k reseñas",Coursera,,,,,,
Aspectos básicos del diseño de la experiencia del usuario,Google,4.4, Intermediate , Specialization , 3-6 Months,16 reseñas,Coursera,,,,,,
Programming in C++: A Hands-on Introduction,Codio,4.8, Intermediate , Course , 1-3 Months,"1,9k reseñas",Coursera,,,,,,
Security Principles,(ISC)²,4.4, Advanced , Course , 1-3 Months,311 reseñas,Coursera,,,,,,
Administración de Empresas,Universidad de Palermo,4.6, Beginner , Course , 1-3 Months,631 reseñas,Coursera,,,,,,
Google IT Support,Google,4.8, Beginner , Professional Certificate , 3-6 Months,21 reseñas,Coursera,,,,,,
Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-Universität München (LMU),4.6, Intermediate , Specialization , 3-6 Months,"2,2k reseñas",Coursera,,,,,,
Swift 5 iOS Application Developer,LearnQuest,4.6, Beginner , Specialization , 3-6 Months,2k reseñas,Coursera,,,,,,
Technical Communication,University of Colorado Boulder,4.3, Beginner , Specialization , 3-6 Months,"1,1k reseñas",Coursera,,,,,,
Write A Feature Length Screenplay For Film Or Television,Michigan State University,4.7, Beginner , Course , 1-3 Months,14 reseñas,Coursera,,,,,,
Medical Terminology I,Rice University,4.7, Intermediate , Specialization , 3-6 Months,"1,7k reseñas",Coursera,,,,,,
3D Printing and Additive Manufacturing,University of Illinois at Urbana-Champaign,4.7, Intermediate , Specialization , 3-6 Months,499 reseñas,Coursera,,,,,,
Introduction to Logic and Critical Thinking,Duke University,4.6, Intermediate , Course , 1-3 Months,"1,9k reseñas",Coursera,,,,,,
Cybersecurity Risk Management Framework,Infosec,4.8, Beginner , Course , 1-3 Months,80 reseñas,Coursera,,,,,,
Project Practicum with Multiple Projects,"University of California, Irvine",4.7, Beginner , Course , 1-3 Months,"1,8k reseñas",Coursera,,,,,,
Design of Experiments,Arizona State University,4.6, Beginner , Course , 1-3 Months,97 reseñas,Coursera,,,,,,
Weight Management: Beyond Balancing Calories,Emory University,4.5, Beginner , Course , 1-3 Months,"1,3k reseñas",Coursera,,,,,,
Getting Started with Git and GitHub,IBM Skills Network,4.9, Intermediate , Course , 1-3 Months,42 reseñas,Coursera,,,,,,
Project Planning,"University of California, Irvine",4.7, Beginner , Specialization , 1-3 Months,154 reseñas,Coursera,,,,,,
Leading Healthcare Quality and Safety,The George Washington University,4.9, Beginner , Course , 1-4 Weeks,198 reseñas,Coursera,,,,,,
Big Data – Introducción al uso práctico de datos masivos,Universitat Autònoma de Barcelona,4.7, Beginner , Course , 1-3 Months,"6,7k reseñas",Coursera,,,,,,
Linear Circuits 1: DC Analysis,Georgia Institute of Technology,4.8, Mixed , Course , 1-3 Months,694 reseñas,Coursera,,,,,,
Introduction to Agile Development and Scrum,IBM Skills Network,4.7, Beginner , Course , 1-3 Months,"1,5k reseñas",Coursera,,,,,,
Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,4.7, Beginner , Specialization , 3-6 Months,741 reseñas,Coursera,,,,,,
Inclusive Leadership: The Power of Workplace Diversity,University of Colorado System,4.9, Beginner , Course , 1-4 Weeks,"2,8k reseñas",Coursera,,,,,,
Fundamentos de IA para Todos,IBM Skills Network,4.5, Beginner , Course , 1-4 Weeks,"2,8k reseñas",Coursera,,,,,,
Google شهادة تقنية المعلومات من,Google,4.7, Beginner , Specialization , 3-6 Months,447 reseñas,Coursera,,,,,,
Dog Emotion and Cognition,Duke University,4.6, Intermediate , Specialization , 3-6 Months,23 reseñas,Coursera,,,,,,
Artificial Intelligence: an Overview,Politecnico di Milano,4.7, Mixed , Course , 1-3 Months,"18,1k reseñas",Coursera,,,,,,
Understanding Einstein: The Special Theory of Relativity,Stanford University,4.8, Beginner , Course , 1-4 Weeks,"9,6k reseñas",Coursera,,,,,,
Customer Experiences with Contact Center AI - Dialogflow ES,Google Cloud,4.5, Beginner , Course , 1-4 Weeks,"1,5k reseñas",Coursera,,,,,,
Cyber Security Fundamentals,University of London,4.5, Beginner , Specialization , 3-6 Months,701 reseñas,Coursera,,,,,,
Healing with the Arts,University of Florida,4.7, Beginner , Course , 1-3 Months,47 reseñas,Coursera,,,,,,
Customer Segmentation and Prospecting,Northwestern University,4.8, Beginner , Specialization , 3-6 Months,"1,1k reseñas",Coursera,,,,,,
European Business Law,Lund University,4.3, Beginner , Professional Certificate , 3-6 Months,35 reseñas,Coursera,,,,,,
Cloud-Native Development with OpenShift and Kubernetes,Red Hat,4.7, Intermediate , Course , 1-4 Weeks,"2,8k reseñas",Coursera,,,,,,
Natural Language Processing with Sequence Models,DeepLearning.AI,4.8, Beginner , Specialization , 3-6 Months,857 reseñas,Coursera,,,,,,
Design Thinking for Innovation,University of Virginia,4.5,Beginner , Specialization , 3-6 Months ,170 reseñas,Coursera,,,,,,
"Sleep: Neurobiology, Medicine, and Society",University of Michigan,4.8,Beginner , Course , 3-6 Months ,182 reseñas,Coursera,,,,,,
Salesforce Fundamentals,"University of California, Irvine",4.7,Beginner , Course , 1-3 Months ,"2,3k reseñas",Coursera,,,,,,
Project Management: Foundations and Initiation,University of Colorado Boulder,4.1,Beginner , Specialization , 3-6 Months ,"3,1k reseñas",Coursera,,,,,,
Introduction to Git and GitHub,Google,4.8,Beginner , Specialization , 3-6 Months ,74 reseñas,Coursera,,,,,,
Building Cloud Computing Solutions at Scale,Duke University,4.7,Beginner , Specialization , 3-6 Months ,66 reseñas,Coursera,,,,,,
Patient Safety,Johns Hopkins University,4.6,Beginner , Course , 1-3 Months ,258 reseñas,Coursera,,,,,,
Data Analytics in the Public Sector with R,University of Michigan,4.8,Beginner , Specialization , 3-6 Months ,1k reseñas,Coursera,,,,,,
African development – from the past to the present,Lund University,4.7,Beginner , Course , 1-3 Months ,313 reseñas,Coursera,,,,,,
Foundations of Health Equity Research,Johns Hopkins University,4.7,Beginner , Course , 1-4 Weeks ,165 reseñas,Coursera,,,,,,
Fundamentals of Flight mechanics,ISAE-SUPAERO,4.6,Beginner , Course , 1-3 Months ,,Coursera,,,,,,
Managing the Company of the Future,University of London,4.7,Beginner , Course , 1-3 Months ,"2,7k reseñas",Coursera,,,,,,
International Security Management,Erasmus University Rotterdam,4.6,Beginner , Specialization , 3-6 Months ,"1,4k reseñas",Coursera,,,,,,
Introduction to Cyber Attacks,New York University,4.6,Mixed , Course , 1-3 Months ,899 reseñas,Coursera,,,,,,
Foundations of Data Science: K-Means Clustering in Python,University of London,4.6,Beginner , Course , 1-4 Weeks ,"3,1k reseñas",Coursera,,,,,,
Liabilities and Equity in Accounting,Intuit,4.8,Beginner , Course , 1-4 Weeks ,"1,7k reseñas",Coursera,,,,,,
Camino a la Excelencia en Gestión de Proyectos,Pontificia Universidad Católica de Chile,4.6,Beginner , Course , 1-4 Weeks ,278 reseñas,Coursera,,,,,,
Virtual Teacher,"University of California, Irvine",4.7,Beginner , Specialization , 3-6 Months ,354 reseñas,Coursera,,,,,,
Introduction to Genomic Technologies,Johns Hopkins University,4.6,Beginner , Professional Certificate , 3-6 Months ,"4,4k reseñas",Coursera,,,,,,
Deploying Machine Learning Models in Production,DeepLearning.AI,4.8,Mixed , Course , 1-3 Months ,98 reseñas,Coursera,,,,,,
Fundamentals of Machine Learning for Healthcare,Stanford University,4.8,Beginner , Specialization , 3-6 Months ,"2,9k reseñas",Coursera,,,,,,
Econometrics: Methods and Applications,Erasmus University Rotterdam,4.6,Beginner , Course , 1-3 Months ,192 reseñas,Coursera,,,,,,
Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,4.8,Intermediate , Specialization , 3-6 Months ,,Coursera,,,,,,
Arts and Heritage Management,Università Bocconi,4.8,Beginner , Course , 1-4 Weeks ,826 reseñas,Coursera,,,,,,
Chicken Behaviour and Welfare,The University of Edinburgh,4.6,Mixed , Course , 1-3 Months ,"1,1k reseñas",Coursera,,,,,,
User Interface Design,University of Minnesota,4.8,Beginner , Course , 1-4 Weeks ,"1,7k reseñas",Coursera,,,,,,
Spacecraft Dynamics and Control,University of Colorado Boulder,4.8,Beginner , Specialization , 3-6 Months ,52 reseñas,Coursera,,,,,,
Central Banks and Monetary Policy,University of Illinois at Urbana-Champaign,4.8,Intermediate , Specialization , 3-6 Months ,982 reseñas,Coursera,,,,,,
Introduction to Back-End Development,Meta,4.7,Intermediate , Course , 1-4 Weeks ,"8,2k reseñas",Coursera,,,,,,
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,The University of Sydney,4.8,Beginner , Course , 1-3 Months ,653 reseñas,Coursera,,,,,,
"Project Management: Tools, Approaches, Behavioural Skills",Politecnico di Milano,4.6,Beginner , Course , 1-3 Months ,213 reseñas,Coursera,,,,,,
Newborn Baby Care,University of Colorado System,4.7,Beginner , Specialization , 1-3 Months ,119 reseñas,Coursera,,,,,,
Financing and Investing in Infrastructure,Università Bocconi,4.9,Beginner , Course , 1-4 Weeks ,"6,6k reseñas",Coursera,,,,,,
Creative Writing: The Craft of Plot,Wesleyan University,4.5,Beginner , Course , 1-4 Weeks ,290 reseñas,Coursera,,,,,,
Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,4.5,Intermediate , Specialization , 3-6 Months ,,Coursera,,,,,,
Making Data Science Work for Clinical Reporting,Genentech,4.6,Beginner , Specialization , 3-6 Months ,15 reseñas,Coursera,,,,,,
Agile Meets Design Thinking,University of Virginia,4.5,Intermediate , Specialization , 3-6 Months ,35 reseñas,Coursera,,,,,,
Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,4.8,Beginner , Course , 1-3 Months ,151 reseñas,Coursera,,,,,,
Learn English: Advanced Academic Speaking and Listening,"University of California, Irvine",4.8,Beginner , Course , 1-3 Months ,262 reseñas,Coursera,,,,,,
National Academy of Sports Medicine Nutrition Essentials,National Academy of Sports Medicine,4.2,Beginner , Specialization , 3-6 Months ,"1,1k reseñas",Coursera,,,,,,
Antimicrobial resistance - theory and methods,Technical University of Denmark (DTU),4.7,Intermediate , Course , 1-3 Months ,"3,3k reseñas",Coursera,,,,,,
Data Science for Investment Professionals,CFA Institute,4.7,Mixed , Course , 1-3 Months ,930 reseñas,Coursera,,,,,,
Responsive Website Development and Design,University of London,4.8,Beginner , Course , 1-3 Months ,"2,6k reseñas",Coursera,,,,,,
"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",Universitat Autònoma de Barcelona,4.4,Beginner , Course , 1-4 Weeks ,517 reseñas,Coursera,,,,,,
Hiring Practices,"University of California, Irvine",4.9,Beginner , Course , 1-3 Months ,353 reseñas,Coursera,,,,,,
