,course_title,course_organization,course_price,course_students_enrolled,course_description,course_Certificate_type,course_difficulty,course_rating
547,Retratos 3D extravagantes en Illustrator,Un curso de Ohni Lisle,"15,99€",204,Aprende a dibujar y renderizar retratos 3D llamativos con Illustrator y Photoshop,,,
548,Iniciación a la fotografía analógica con luz natural,Un curso de Fabien Dendiével,"18,99€",413,"Descubre las diferentes cámaras, las ópticas y los carretes para fotografiar en analógico y captura una serie de imágenes urbanas usando técnicas de encuadre y de disparo",,,
549,Sketchbook para principiantes: aprende a dibujar tu entorno,Un curso de Maximiliano Vera Herrera,"15,99€",1940,Pierde el miedo a la hoja en blanco y aprende las bases para representar cualquier objeto como un profesional,,,
550,Diseño de espacios comerciales llenos de color,Un curso de Anna Broeng,"15,99€",387,Aprende a analizar el ADN de una marca y a traducirlo en un diseño de tienda único con formas y materiales innovadores que pongan en valor la experiencia del cliente,,,
551,Passion project: haz realidad tu proyecto creativo,Un curso de Carla Bonomini,"21,99€",1504,"Aprende a idear, desarrollar y materializar tu proyecto soñado y descubre cómo posicionarte en cualquier campo creativo",,,
552,Pintura al óleo de paisajes: explora la luz,Un curso de Alexandre Reider,"21,99€",2353,Aprende cómo pintar paisajes al óleo y juega con la luz como elemento narrativo para transmitir ideas y emociones,,,
553,Creación de propuestas de identidad gráfica de principio a fin,Un curso de MONUMENTO,"19,99€",442,Supera las tendencias y aprende a desarrollar marcas con una identidad sólida basada en la investigación y un concepto creativo.,,,
554,Diseño gráfico de identidades visuales para ficción,Un curso de Tom Muller,"23,99€",870,Convierte historias en identidades de marca con una narrativa única utilizando Adobe Illustrator e InDesign,,,
555,Creación de adornos de pared con patchwork y tintes naturales,Un curso de Rebecca Rigg,"17,99€",373,Aprende los fundamentos del teñido textil con pigmentos vegetales y da una nueva vida a tejidos usados transformándolos en decoraciones artesanales únicas,,,
556,Logos de insignias con Illustrator para principiantes,Un curso de Clark Orr,"21,99€",802,"Aprende a crear insignias personalizadas, blasones y logos que reflejen la identidad visual de tu colectivo mediante el arte de la ilustración digital",,,
557,Collage digital para ilustración editorial vintage,Un curso de Fiorella Ferroni Polchlopek,"21,99€",659,Aprende cómo extraer los conceptos principales de un texto para traducirlos en una ilustración con Photoshop,,,
558,Ilustración con técnicas manuales de rayado y dripping,Un curso de Sara Paglia,"17,99€",1332,Aprende a crear una ilustración a partir de una foto utilizando técnicas de diseño manuales como el rayado con tinta y explora el action painting,,,
559,Retoque digital de fotografías de moda analógicas,Un curso de Ale Jiménez,"24,99€",180,Aprende el proceso de postproducción y las técnicas de retoque digital para llevar al siguiente nivel tus fotografías de moda analógica,,,
560,Libros ilustrados silentes: cuenta una historia sin palabras,Un curso de Paula Bossio,"18,99€",2056,Explora las pautas narrativas y las posibilidades de la imagen para contar grandes historias de forma clara e hilada sin palabras,,,
561,"Retratos dramáticos con tizas pastel, collage y Photoshop",Un curso de Dominic Bodden,"17,99€",225,Explora el arte del storytelling para crear retratos cautivadores con una atmósfera expresiva combinando técnicas de ilustración tradicional y digital,,,
562,Estrategia de marca: creatividad centrada en los usuarios,Un curso de Gabriela Sialer,"17,99€",260,Aprende a desarrollar estrategias creativas a partir del trabajo de campo y la investigación sobre la cultura de usuarios,,,
563,Introducción a la serigrafía textil para ropa,Un curso de YUK FUN,"18,99€",1341,Aprende técnicas básicas de estampación textil para crear prendas llamativas que reflejen tu personalidad,,,
564,Campañas de relaciones públicas para creativos,Un curso de Fiona Minett,"18,99€",612,Descubre las herramientas y técnicas necesarias para desarrollar campañas de relaciones públicas exitosas y transformar tu pasión en tu carrera,,,
565,Dibujo expresivo de personajes urbanos,Un curso de Raúl Allén,"18,99€",493,Aprende a dibujar personajes urbanos a partir de referencias mientras exploras y desarrollas tu propio estilo,,,
566,"Diseño de objetos: relación entre material, forma y narración",Un curso de Jean-Baptiste Fastrez,"18,99€",245,Rompe los códigos del diseño y juega con materiales y formas para crear un objeto que vaya más allá de la utilidad y transmita una emoción,,,
567,Dibujo arquitectónico para historias ilustradas,Un curso de Carlos Díaz Consuegra,"23,99€",386,Aprende distintos estilos de representar la arquitectura para crear ilustraciones que se adapten a todos los formatos editoriales,,,
568,Fotografía y set design para universos visuales creativos,Un curso de Tabea Mathern,"21,99€",225,Aprende a desarrollar conceptos visuales creativos para transformarlos en set designs y úsalos para fotografiar productos o para las redes sociales,,,
569,Diseño y animación de supercuts originales en After Effects,Un curso de Santiago Avila,"14,99€",386,Aprende a crear animaciones procedimentales desde cero con técnicas visuales experimentales,,,
570,Fundamentos de diseño gráfico editorial para revistas,Un curso de Stefano Cipolla,"24,99€",564,"Aprende a diseñar gráficamente los artículos de una revista, desde el análisis del medio hasta la maquetación de las imágenes y el texto",,,
571,Ilustración en sketchbook con bolígrafo: disfruta dibujando,Un curso de Marco Mazzoni,"17,99€",3767,Aprende a utilizar un bolígrafo como un pincel para crear ilustraciones personales en tu cuaderno y transforma los errores en obras de arte,,,
572,Introducción a la escritura de guiones para cine,Un curso de Daniel Monedero,"15,99€",559,"Aprende los fundamentos para redactar un proyecto profesional con la idea, la sinopsis y los personajes de tu próxima película",,,
573,Copywriting: tono de voz de una marca,Un curso de Paul Anglin,"23,99€",1839,Encuentra tu tono de voz mediante fórmulas de copywriting y la creación de una guía de estilo consistente para tu marca en cualquier medio,,,
574,Creación de lettering victoriano,Un curso de Felippe Cavalcanti,"21,99€",470,"Aprende a crear lettering ornamental con estilo victoriano, desde la idea y el boceto hasta la impresión",,,
575,Diseño de producto: de la idea al trabajo con artesanos,Un curso de Mestiz,"23,99€",208,Aprende cómo conceptualizar y transmitir tus ideas a un taller artesanal para hacerla realidad a través de técnicas tradicionales,,,
576,Ilustración de paisajes narrativos con plantillas y pintura acrílica,Un curso de Tom Haugomat,"21,99€",2072,Aprende técnicas de composición y color sencillas con las que crear una serie de tres escenas inspiradas en la naturaleza,,,
577,Corte y confección de una cazadora bomber desde cero,Un curso de Lydia Higginson,"18,99€",1636,"Aprende a confeccionar prendas que se ajusten a tu cuerpo y crea una cazadora bomber con máquina de coser, desde el patrón inicial hasta la pieza final",,,
578,Diseño de interiores: aporta color y personalidad a tu hogar,Un curso de Geraldine Tan,"23,99€",358,"Explora la psicología del color, la iluminación y los estampados para diseñar interiores inspiradores y acogedores que realcen tu hogar",,,
579,Dibujo arquitectónico expresivo con marcadores de colores,Un curso de Albert Kiefer,"16,99€",54740,Aprende a dibujar a mano edificios y paisajes expresivos llenos de color,,,
580,Corte y confección de faldas con sastrería artesanal,Un curso de Sara Forlini,"14,99€",639,"Aprende técnicas de sastrería tradicional para crear tu propia falda, desde la toma de medidas y el patronaje hasta la confección de la prenda final",,,
581,Diseño de estampados textiles con collage,Un curso de DaDa Duo,"14,99€",306,Aprende a diseñar estampados textiles originales usando la técnica del collage para explorar los colores y la composición,,,
582,Tufting para principiantes: diseña arte textil a todo color,Un curso de Zeyu Cheng,"21,99€",909,"Aprende a tuftear un tapiz a mano desde cero, de cómo construir la pantalla a cómo manejar la pistola de tufting, mientras exploras formas y colores",,,
583,Fundamentos y técnicas de fotografía moderna de naturaleza,Un curso de Michael Schauer,"24,99€",492,"Aprende técnicas de cámara, reglas de composición y herramientas de edición para capturar fotografías de paisajes y naturaleza que transmitan emociones",,,
584,Ambientes futuristas en 3D con Photoshop y Blender,Un curso de Biel Vazquez,"15,99€",1434,"Crea mundos fascinantes de ciencia ficción modificando el color, el tono y la luz de imágenes corrientes con técnicas de fotografía y composición 3D",,,
585,Escritura y juego: crea cuentos infantiles,Un curso de Antonio Ramos Revillas,"15,99€",529,"Aprende el proceso para escribir historias de ficción para niños mediante la exploración del lenguaje, la creatividad y el juego",,,
586,Iniciación a la bisutería con cordón: fabrica tus propios collares,Un curso de Beth Pegler,"14,99€",5860,"Aprende a realizar tres accesorios originales con cordón desde cero utilizando técnicas de bordado y dos nudos básicos de macramé, marinero y alondra",,,
587,Fotografía para principiantes: bases técnicas profesionales,Un curso de Gerardo Montiel Klint,"18,99€",1334,Aprende los fundamentos de la fotografía y a manejar tu cámara digital para tomar imágenes que expresen tu visión,,,
588,Ilustración de portadas de discos a lápiz,Un curso de Charlotte Delarue,"18,99€",131,"Aprende técnicas de ilustración realista a lápiz para crear una portada de disco, desde el boceto hasta el fotomontaje, pasando por la tipografía",,,
589,Técnicas de ilustración digital: potencia tu estilo,Un curso de Ana Miminoshvili,"21,99€",1315,"Crea ilustraciones que destaquen y explora composición, color, luz y formas en Illustrator y Photoshop",,,
590,Introducción a las relaciones públicas,Un curso de Raúl Martínez Tapia,"23,99€",359,Aprende a crear un comunicado de prensa de PR para posicionar tu marca y a conectar con los medios invirtiendo únicamente tu tiempo y creatividad,,,
591,Storytelling para principiantes: el arte de contar historias,Un curso de Ilan Brenman,"15,99€",1233,Aprende técnicas narrativas y utiliza el poder del relato para deleitar y cautivar a tu público,,,
592,Fotografía de retrato en superficies traslúcidas,Un curso de Giuseppe Gradella,"16,99€",972,"Aprende a fotografiar personas usando paneles semitransparentes, desde la gestión inicial de la luz hasta la posproducción de las tomas",,,
593,Serigrafía pop art para retratos vibrantes,Un curso de M.Tony Peralta,"18,99€",626,Descubre las técnicas básicas de serigrafía para crear retratos de estilo «pop arte» inspirados en Nueva York y la cultura latinoamericana,,,
594,Creación de personajes infantiles: técnicas y estilo,Un curso de María Antonella Fant,"15,99€",712,"Aprende a ilustrar personajes para cuentos que reflejen tu personalidad y las técnicas digitales para darles forma, color y textura",,,
595,Diseño y modelado 3D para piezas de joyería,Un curso de Luis Berrón,"15,99€",1598,"Aprende a crear diseños que cuenten historias con Maya y ZBrush, desde su conceptualización hasta el prototipo listo para impresión 3D",,,
